178152766382931969,5170
277179540764360714,150
209686482900746242,3775
198137282018934784,3515
288702741008744448,900
308280006654689291,2630
221629679507865600,5955
266619781472452609,2335
307532836263428097,110
260093603278356483,5845
133966627820535808,365
234332680802664448,1425
186140562196398080,2780
298050084367761408,1590
315499915851857922,2335
143717568773881866,2350
200627281817763840,13475
175229894773440513,1400
170097273978617857,1940
275714969973161984,1785
180648937303048192,2205
132158928057401344,3940
292330963806060545,5945
318773753796624394,8250
328658403914285056,2175
286521349025955840,3040
126429064218017802,3875
203208033449410561,330
137252575211814912,3030
123620301706756096,4110
285510544532832258,60
324074476301975552,1155
299902486678863873,4460
234966657452343296,2035
277380149572272128,350
249428751065022475,3050
278920612116692993,600
272362139623096320,3700
310154655395086346,500
224528662710452224,2375
173838402226094080,3035
146295112501035008,1350
293135882926555137,2780
229250926840381440,7215
290864757261598720,945
108115172261928960,5575
170828613841715203,230
327798480640802817,595
221905671296253953,8275
228888450147942400,2800
285849019484471298,850
153507094933274624,1600
172701398612312065,50
234667046993002496,2950
320187631575105558,1030
245636779183570957,200
257905689249185792,1220
240231883936497664,260
239106063817768961,1050
238275842294284288,3195
98719514908188672,2625
311535339158241280,3000
148868356605345792,1025
170815084271108096,1335
333171017574907905,815
334922238241406983,150
239086802651054081,2250
332889749792751616,200
285470267549941761,10
